-61.3769,6.26191,115.667,0,0,-1
-61.3863,18.4371,115.933,0,0,-1
-54.9302,25.1451,116.879,0,0,-1
-61.1913,25.2274,115.567,0,0,-1
-61.3369,34.7166,116,0,0,-1
-62.1913,44.7229,116.548,0,0,-1
-56.5586,53.3902,118.709,0,0,-1
-62.0385,55.7578,117.969,0,0,-1
-59.0918,60.6326,119,0,0,-1
-62.9176,62.7988,118.444,0,0,-1
-60.7174,66.5053,120,0,0,-1
-54.8162,6.99477,116.761,0,0,-1
-54.769,15.1068,116.706,0,0,-1
-47.0317,25.0922,118.588,0,0,-1
-47.9933,34.1816,118.86,0,0,-1
-54.8547,35.7464,117.615,0,0,-1
-49.0146,42.6099,119,0,0,-1
-54.8959,45.0783,118.316,0,0,-1
-50.7437,49.1924,120,0,0,-1
-53.043,56.3955,120.208,0,0,-1
-54.7403,65.0293,121.051,0,0,-1
-46.6549,7.12684,118.057,0,0,-1
-40.6759,8.3567,120,0,0,-1
-46.2761,14.3984,118.478,0,0,-1
-41.3973,15.2254,120,0,0,-1
-42.4146,26.0398,120.081,0,0,-1
-42.6587,35.6649,120.486,0,0,-1
-44.3234,45.1973,120.853,0,0,-1
-45.0717,54.5688,121.682,0,0,-1
-44.9159,65.1806,123.627,0,0,-1
-41.7827,70.4525,125,0,0,-1
-34.2557,7.05547,120.861,0,0,-1
-35.0913,14.2974,120.738,0,0,-1
-34.9572,24.9322,121.301,0,0,-1
-35.0509,34.9858,121.869,0,0,-1
-35.1375,44.8968,122.725,0,0,-1
-35.6345,55.1966,123.704,0,0,-1
-35.2397,64.9465,125.293,0,0,-1
-34.2774,70.9932,126.667,0,0,-1
-26.9749,6.58695,122.389,0,0,-1
-24.8762,15.3291,123.207,0,0,-1
-25.2464,25.2493,123.575,0,0,-1
-25.0185,34.8851,124.205,0,0,-1
-25.1556,45.0862,124.962,0,0,-1
-24.8072,54.9165,126.228,0,0,-1
-25.138,64.8615,127.632,0,0,-1
-25.2514,71.4418,128.588,0,0,-1
-20.9269,72.4552,130,0,0,-1
-14.5817,6.83577,126.096,0,0,-1
-15.1098,15.1357,125.685,0,0,-1
-14.9585,24.9914,126.014,0,0,-1
-15.1408,34.9109,126.359,0,0,-1
-15.144,44.7808,127.119,0,0,-1
-14.9379,54.66,128.167,0,0,-1
-10.6113,59.3262,130,0,0,-1
-17.3742,62.9179,128.625,0,0,-1
-13.1499,65.9783,130.2,0,0,-1
-15.1715,72.3358,130.889,0,0,-1
-5.05942,7.22153,128.104,0,0,-1
-0.336529,13.3343,130,0,0,-1
-5.01996,14.9228,128.171,0,0,-1
-5.38221,24.8149,128.167,0,0,-1
-0.336529,27.4009,130,0,0,-1
-5.39798,35.0349,128.5,0,0,-1
-0.676304,37.2544,130,0,0,-1
-6.65042,44.9503,128.772,0,0,-1
-1.51013,45.1042,130,0,0,-1
